"","Id","RET"
"1","13119L",4945.73333729948
"2","13423L",16813.1723330836
"3","13439K",186096.583267441
"4","140184",68617.124481603
"5","140310",28543.7551174636
"6","140333",83783.221056145
"7","140376",793202.895194189
"8","140406",8999.33980981858
"9","140463",6572849.73200243
"10","140472",52295.7248399362
"11","140473",133724.244494187
"12","140562",18934.4051536686
"13","140565",82089.6388785344
"14","140608",484936.247052456
"15","140644",271897.733918238
"16","140774",11382.3934487606
"17","140830",331103.22606802
"18","140831",66787.2329118677
"19","140904",23100.3167032512
"20","140908",8730.63095853078
"21","140967",80169.4489910466
"22","140992",92184.8985457581
"23","141030",43411.3139888921
"24","141032",19996.3247788222
"25","141094",55861.9699284563
"26","141376",116526.167022401
"27","141477",138442.922383514
"28","255183",102691.052394047
"29","255389",153671.658548745
"30","256465",33349.6678987181
"31","256557",13370.8027635925
"32","256568",9487.44529339521
"33","256697",193555.910365223
"34","256716",27716.1628613915
"35","256947",8268.86818626602
"36","257152",3702.18233864382
"37","257167",66644.3498154862
"38","257236",9721.53354892459
"39","257237",15850.3487856525
"40","257238",4568.465248318
"41","257241",6293.52537323439
"42","257271",7676.02603982185
"43","257276",6977.23661004218
"44","257412",18418.8465002794
"45","260730",488634.883212643
"46","261993",97572.2419031139
"47","263068",19977.7181139153
"48","263088",182871.976586756
"49","263097",16280.9398147254
"50","263281",19809.071374953
"51","263454",45836.0893094419
"52","264018",5455.54595179318
"53","264287",21099.2500122598
"54","264411",29802.5350399886
"55","264783",17662.8699580302
"56","264789",45062.0266218312
"57","265397",13211.3272611954
"58","266400",4049.15585157339
"59","266594",202345.332927774
"60","269528",93169.2713535274
"61","269737",606453.027959765
"62","269748",7063.32043357944
"63","280008",3908874.67912772
"64","280018",6009.01609248068
"65","280020",188337.838660669
"66","280041",27793.2208525608
"67","280082",112551.871025305
"68","280084",40181.7776877712
"69","280139",19362.7041299865
"70","280178",11317.3251280675
"71","280186",6926.02509683672
"72","280221",4228.74517319435
"73","280240",13416.5202972588
"74","280252",76062.5823680543
"75","280266",65414.9636900327
"76","280267",15367.3328201249
"77","280269",8443.55217014716
"78","280275",217019.243269367
"79","280292",19858.5624531503
"80","280296",47464.7601700554
"81","280349",34791.5672732762
"82","280390",95191.9037762354
"83","280407",6128.56403681841
"84","280452",39449.120289231
"85","280459",95010.5213135528
"86","280460",124347.782778255
"87","280466",109769.900314252
"88","280696",52961.7519966701
"89","280697",5241.23521972418
"90","280698",19721.642875909
"91","280861",7412.24458433823
"92","280905",41191.2214213478
"93","280957",629758.662210566
"94","280968",134545.179173656
"95","289644",167728.397395374
"96","289862",229226.214974282
"97","292807",567273.844019791
"98","294000",6759.34326677573
"99","294035",6068.29865154869
"100","294051",96100.5701738778
"101","294069",1815.47040736126
"102","294086",25972.6626690984
"103","294144",3475.10400857247
"104","294226",115.94534042666
"105","294236",49996.8521738359
"106","294255",674.561976224998
"107","294261",154.315133561526
"108","294267",8435.24820617603
"109","294292",1815.25346625907
"110","294358",31840.6801652767
"111","294371",6403.52123670781
"112","294380",6620.82412626237
"113","294385",13223.6783402671
"114","294390",11644.1219365834
"115","294404",15515.7137295139
"116","294456",3459.71084469809
"117","294485",78239.0914481247
"118","294487",3520.98350842347
"119","294490",24.724280173469
"120","294560",2478.67281585669
"121","294573",418.883478209389
"122","294604",6521.19887327518
"123","294636",823.892122904656
"124","294638",4603.40299877194
"125","294641",7157.1258177718
"126","294651",966.293197992702
"127","294655",1373.05709600878
"128","294660",17669.196467822
"129","297009",107623.708613139
"130","297036",45576.4480699629
"131","297037",1381342.16351823
"132","297045",5610.78945697884
"133","297048",14129.6944267993
"134","298778",200847.945086501
"135","299103",29015.3363525077
"136","313028",31581.1786097562
"137","313493",28349.8515092196
"138","314030",123560.546157357
"139","314031",75090.4878390225
"140","314036",15773.8198163328
"141","314066",109228.611518849
"142","314129",19878.3643722735
"143","314154",294632.459577246
"144","314176",1119857.65188001
"145","314241",1375391.38496079
"146","314244",1809782.23128877
"147","314272",105682.453375314
"148","314407",343273.529086837
"149","314527",5059.51695434743
"150","314529",6908477.04661947
"151","314542",314952.743508939
"152","314560",78023.0972597356
"153","314568",1549101.83112052
"154","314572",4913.13173040863
"155","314578",32520.5381514958
"156","314585",15127545.1531897
"157","314640",14538.7662044731
"158","314647",22581.4752656919
"159","314648",990237.972120752
"160","314655",10322324.3913555
"161","314679",2923165.1596646
"162","314682",140091.19044275
"163","314691",32340691.7008425
"164","314694",1291.87661384862
"165","314696",917309.351080507
"166","314698",157779.474819208
"167","314710",2054.20922570168
"168","314713",1593234.6679371
"169","314720",131939.502802768
"170","314722",93005.266157734
"171","314723",4216324.8701624
"172","314724",868078.093474488
"173","314725",30473.3161466975
"174","314726",10811385.5935131
"175","314727",1082967.40999425
"176","314738",3110.62534085594
"177","314776",2029.40014139599
"178","314781",10595370.1434502
"179","314808",617063.418173251
"180","314839",7142.91588401308
"181","314841",2307.08008156391
"182","314853",513415.561417581
"183","314874",258067.902115856
"184","314888",179595.431978148
"185","314916",395559.889702017
"186","314917",10748.7093907562
"187","314938",9.54611815153264
"188","314958",91723.1254808365
"189","315026",20313.3980868522
"190","315035",90001.6077754967
"191","315056",100896.09301021
"192","315117",174277.289263959
"193","315203",37337.4103937166
"194","315208",583745.300615834
"195","315217",259641.791520133
"196","315219",1837339.94522822
"197","315226",28510.6337891341
"198","315234",67744.4475176527
"199","315256",107134.670718768
"200","315257",24609.5872877283
"201","315264",132316859.575319
"202","315361",58250.7644382614
