"","Id","RET"
"1","140137",7.98187077286018e-27
"2","140184",2.11413427266862e+54
"3","314030",2.34747785639224e+31
"4","314031",-5.23363735126076e+50
"5","314036",1.66107439977098e+53
"6","314053",3.74245812309569e+42
"7","314063",-54366989573844656
"8","314066",-1.17616894064995e+40
"9","314129",-1.29390745257006e+37
"10","314236",-1.11325818924337e+21
"11","314237",4.04802137212684
"12","314240",-2.57863226894941e+54
"13","314241",-2.61234582029577e+79
"14","314244",5.5709967268333e+84
"15","314253",-1.28215759059961e+61
"16","314256",-3.4094465362998e+24
"17","314527",1.04025911869175e+40
"18","314529",-3.81867811318582e+103
"19","314530",1.59883369528213e+48
"20","314545",9.51629713581842e+42
"21","314547",-6825849468979457024
"22","314553",273726.771465683
"23","314560",-3.56163889367495e+30
"24","314567",-0.000120359393545332
"25","314568",6.55599519828592e+82
"26","314572",-7.38267944806712e+44
"27","314585",2.92110486822018e+57
"28","314636",4942083.47532381
"29","314637",2.12568366012759e+40
"30","314640",-3.22229392057515e+46
"31","314647",2.3043366326689e+54
"32","314648",-1.57869779206136e+44
"33","314650",-1.18823490811318e+63
"34","314654",-1029552747811.28
"35","314655",3.82967117524412e+79
"36","314662",-2.3723577122066e+46
"37","314663",1334670965.78408
"38","314679",5.68299125950695e+66
"39","314681",-6.51251369454443e+68
"40","314682",-1.15174871044181e+62
"41","314691",1.80512990269697e+78
"42","314694",1.72798736462266e+24
"43","314695",10769528.3840735
"44","314698",4.73544254076414e+51
"45","314710",3.74407228850397e+54
"46","314713",-3.88462000000604e+68
"47","314715",5.60255170043809e+55
"48","314719",1.62254010030098e+72
"49","314720",1.47729503496324e+55
"50","314722",-1.2225393983538e+29
"51","314723",-4.27964864328555e+100
"52","314724",1.65185510490764e+53
"53","314725",7.83888713739068e+69
"54","314726",6.06231160494549e+76
"55","314727",3.87948413882631e+98
"56","314728",1.60290660840889e+83
"57","314731",0.000928325185246702
"58","314738",4.88932399998998e+50
"59","314740",1.28406087739032e+64
"60","314755",-4.0287120020079e+53
"61","314761",-1.08501686710114e+61
"62","314776",1860730669062576
"63","314781",-1.37042342824803e+85
"64","314792",1952172050594279168
"65","314802",2.61312677894109e+44
"66","314807",1.03902150303404e+37
"67","314808",-4.85288196546456e+74
"68","314810",3.34316519954397e+32
"69","314829",-3.26471397888942e+61
"70","314838",1.71107465558428e+57
"71","314839",2.85412857819525e+53
"72","314841",2.4006204451744e+49
"73","314853",1.55428067851612e+67
"74","314861",-1.62879860654808e+89
"75","314874",23510355761905319936
"76","314888",1.9987485674849e+43
"77","314916",1.4396560143214e+39
"78","314938",-2.18105159884077e-10
"79","314960",147.365173390548
"80","315026",-1.76446169329904e+36
"81","315030",8.7307003676021e+52
"82","315035",-5061.03970751153
"83","315090",-3.42576027407874e-20
"84","315153",-2.23148616445961e+54
"85","315194",1147351578039.53
"86","315196",-2.33131454035212e+60
"87","315199",8475788115700712448
"88","315203",1.42262421826697e+58
"89","315204",3.24580378744102e+53
"90","315205",-0.000155586033432453
"91","315213",0.131372643271248
"92","315217",-1.49999008296694e+53
"93","315219",-7.5767717816122e+50
"94","315226",-3.89063990401494e+73
"95","315233",0.000141867039744952
"96","315234",1.74882792753753e+69
"97","315243",-4.17603534364094e+77
"98","315246",6.38537935312639e+64
"99","315255",-1.03600115904859e+81
"100","315264",5.94378035535443e+33
"101","315365",-8.21180078901982e+68
"102","315366",-5.06524125116456e+33
"103","315380",-15600390626121590
"104","315531",1.10627928269419e+38
"105","315534",8.38711228953228e+45
"106","315535",-2.84840177814113e-12
"107","315558",3.93369002876052e+42
"108","315661",-3.86874053389674e+34
"109","315702",1.06155706825712e+59
"110","315713",1.57508653614041e-09
"111","315752",1.1405479582049e+76
"112","315754",1.01656408042446e+47
"113","315775",-1.2354319765225e+26
"114","315811",5.2436697554409e+21
"115","315872",-5.20872003449502e+49
"116","315947",3.0473957339738e-16
"117","315992",1.23830976977619e+45
"118","316074",6.11954251718333e+28
"119","316080",5.66789389496466e-09
"120","316089",-2.71024412419443e+27
