Row,x_vect
"13117D",0.000781844720776563
"13261X",0.000818278526756055
"13379R",0.00045000325223153
"13382J",0.00100072644899066
"13439K",0.000624050631045275
"140310",0.000515746316701457
"140333",0.000720136305971519
"140376",0.00131309854954345
"140406",0.000382558561848354
"140562",0.00050305875133901
"140603",0.000686135620523685
"140608",0.000726946279366264
"140644",0.000668152733350144
"14071H",0.000520745203111305
"140774",0.00103229481767217
"140830",0.000777097886214454
"140831",0.000287586766660203
"140904",0.000776958202603777
"140908",0.000597529545561067
"141032",0.000956148691235779
"141098",0.000805069667420778
"141376",0.0014192479166691
"14357N",0.000483437601641097
"14393E",0.00084407323816847
"14449M",0.00252338255519696
"14565Q",0.000310260261681619
"146479",0.00140773062436994
"14697W",0.000387679548739705
"14737M",0.0041361215823079
"14737N",0.000485372288007105
"14747N",0.000312791014560005
"14761K",0.00199096804059538
"14833P",0.000637833846627678
"14858M",0.000143130367872683
"14868T",0.000992477640762383
"14875X",0.000544441907575504
"14878R",0.0002261047922169
"14878U",0.000512221967484675
"14881T",0.000609609254610388
"149280",0.00106992519882302
"15122P",0
"15128F",0.000781186284622235
"15130T",0.000389741379984283
"15136W",0.000432316842151199
"15141T",0.00104048151650087
"15152U",0.000338171822095834
"15163C",0
"15163E",0.00046192473867324
"15173L",0.000354640190344277
"15210V",0.00131907832714881
"15210W",0.00127210699844409
"15223W",0.000782239206338634
"15224D",0.000916605567439561
"15242X",0.00092807364013777
"15245L",0.000906964642983992
"15284R",0.00050739958249
"15287L",0.000565189447843275
"15353X",0.000715482988457026
"15363J",0.000932345247250016
"15368T",0.000753166255409819
"15372U",0.000541109304905768
"15452X",0.000808650376787243
"25504W",0.00114017777668304
"256465",0.00435958152657042
"256557",0.00113212815667147
"256568",0.00122260184808961
"256716",0.000746944639511387
"25691U",0.00117275035797124
"256947",0.000579589767349371
"256948",0.000990486157559394
"257005",0.000623188592398991
"257119",0.000451101006920495
"257147",0.000496680850395255
"257152",0.000178047490105863
"257167",0.00119735175359518
"257236",0.000753391644857492
"257238",0.0020902708503239
"257241",0.000926369572864157
"257271",0.00100555362809039
"257276",0.000218269222839929
"257385",0.000476179306047209
"257412",0.000395613574709778
"25743V",0.000188770617808862
"25897N",0.000488858355116829
"25967W",0.00127068596389666
"26017U",0.000407778393345227
"26110W",0.000275497281594492
"26149X",0.000850977772568249
"26178T",0.000687763814985508
"26178U",0.00133130370012302
"26196E",0.00152000818631061
"261993",0.00115307501828315
"26264P",0.000712616154433349
"26272X",0.000652607476769086
"26273N",0.00253563949747329
"26281U",0.000169197457016717
"263062",0.000661865734567829
"263068",0.000528754708763843
"263088",0.0016681733422221
"263097",0.000705813841260199
"263181",0.000666588682199696
"263281",0.00105451704187969
"26375M",0.000742663362992507
"263893",0.000926509645087734
"264018",0.000568661969800139
"264287",0.000590960289774193
"26433U",0.000872351693674547
"26464N",0.000781972252332482
"26465D",0.000975928882728509
"264783",0.000773132750964946
"264789",0.000217599576847644
"26488M",0.00080161268910761
"265261",0.00108706900182965
"26553P",0.000575017253712587
"26557E",0.00104214667279103
