"","Id","RET"
"1","13261X",429137.888357402
"2","13379R",7552523.16213514
"3","13382J",3866.63278359439
"4","13439K",11536.2100363862
"5","140310",15527.6233510104
"6","140333",791.607361445956
"7","140376",247657.156627099
"8","140406",94933.5257657534
"9","140562",5277499.24330632
"10","140603",101581.591358279
"11","140608",87065.2313775822
"12","140644",6248.5594751617
"13","14071H",79379.0876165961
"14","140774",31949.1645180733
"15","140830",40639.8447132828
"16","140831",101844.735508441
"17","140904",143241.308683027
"18","140908",98274.3612194988
"19","141032",132739.711339512
"20","141376",132476.74349989
"21","14357N",63582.4848077273
"22","14393E",4355888.29634397
"23","14398P",75652.3093120621
"24","14434C",5783.49950904681
"25","14449M",49383.392107474
"26","14565Q",2615.91932954382
"27","146479",5193.07692617138
"28","14697W",23126.9070417023
"29","14737M",38597.9858478252
"30","14737N",26531.7621543865
"31","14747N",39963.4330984769
"32","14761K",29894.2166214774
"33","14833P",87905.0754557977
"34","14858M",39302.4457438856
"35","14868T",22996.6708163905
"36","14875X",83859.0353733181
"37","14878R",28960.7897414361
"38","14878U",289406.388123154
"39","14909M",356311.078979086
"40","149280",72344.0781193832
"41","15107M",935.375960583542
"42","15122P",830.650751526516
"43","15128F",138015.385052722
"44","15128U",52033.7028746326
"45","15130T",206894.105529892
"46","15136W",58399.8195421507
"47","15141R",10680.007384912
"48","15152U",60437.4452236123
"49","15163E",164170.35809649
"50","15173L",70823.5058514244
"51","15174Q",41678.7137638743
"52","15210V",97486.7794931267
"53","15223W",301357.926454866
"54","15224D",97777.1652199926
"55","15242X",172686.937213967
"56","15284R",3020542.35719158
"57","15287L",552831.463754303
"58","15353X",33707.432619017
"59","15363J",631722.668551358
"60","15368T",12085.6962298853
"61","15372U",33933.4285719297
"62","15452X",52226.8279438778
"63","25504W",16358.9429939725
"64","25529Q",101498.316376409
"65","256465",20099.1066653965
"66","256557",11792.5424350597
"67","256568",16298.4326321827
"68","256716",8533.8828720832
"69","25691U",23520.1212573365
"70","256947",28058.745562227
"71","256948",94877.3906446273
"72","257119",84484.996567409
"73","257147",151597.332836564
"74","257152",1058834.6390126
"75","257167",17788.3930362242
"76","257236",20490.8396898072
"77","257238",210404.818429932
"78","257241",277410.521928702
"79","257271",13265.4347900884
"80","257276",26808.8195220036
"81","257385",39931.3753323469
"82","257412",123681.705014397
"83","25743V",359.210817465891
"84","25897N",25197.9836152398
"85","259511",684193.472222043
"86","25967W",87656.3529811542
"87","26017U",11839517.7534818
"88","26110W",7459.81970311557
"89","26149X",178358.906138704
"90","26178T",186739.484260391
"91","261993",6921.41957696676
"92","26264P",41415.1631204974
"93","26273N",9402.21688477178
"94","26281U",9936.73059449453
"95","263062",215470.142543398
"96","263068",108930.555215941
"97","263088",16026.5634765935
"98","263097",190640.862007317
"99","263181",10410.8630568167
