"","ym","monthly_ret","ret","Portfolio_Value"
"1",Jul 1998,6.96660146699266,1.06966601466993,100
"2",Aug 1998,-18.0114180929095,0.819885819070905,106.966601466993
"3",Sep 1998,5.73075794621027,1.0573075794621,87.7003996569963
"4",Oct 1998,18.4728431372549,1.18472843137255,92.7262972791978
"5",Nov 1998,10.9174754901961,1.10917475490196,109.855480722569
"6",Dec 1998,3.38171568627451,1.03381715686275,121.848925905092
"7",Jan 1999,-2.74774509803922,0.972522549019608,125.969510145982
"8",Feb 1999,-4.78759213759214,0.952124078624079,122.508189105921
"9",Mar 1999,10.6575675675676,1.10657567567568,116.64299667638
"10",Apr 1999,25.2024384236453,1.25202438423645,129.074302860001
"11",May 1999,-0.00938118811881192,0.999906188118812,161.604174559042
"12",Jun 1999,12.1715594059406,1.12171559405941,161.589014167419
"13",Jul 1999,-3.44038461538462,0.965596153846154,181.25691702028
"14",Aug 1999,1.6675845410628,1.01667584541063,175.020981932793
"15",Sep 1999,-7.14466183574879,0.928553381642512,177.939604771121
"16",Oct 1999,-1.59413043478261,0.984058695652174,165.226421738357
"17",Nov 1999,3.25094430992736,1.03250944309927,162.592497063123
"18",Dec 1999,2.80856796116505,1.02808567961165,167.878288594766
"19",Jan 2000,7.00742718446602,1.07007427184466,172.59326442199
"20",Feb 2000,-1.12480582524272,0.988751941747573,184.687611751654
"21",Mar 2000,2.53531553398058,1.02535315533981,182.61023473617
"22",Apr 2000,-11.0847317073171,0.889152682926829,187.239980384074
"23",May 2000,-7.87447432762836,0.921255256723716,166.484930909667
"24",Jun 2000,4.75980392156863,1.04759803921569,153.375117765815
"25",Jul 2000,-2.34572307692308,0.976542769230769,160.675472635943
"26",Aug 2000,-2.59566153846154,0.974043384615385,156.906470995366
"27",Sep 2000,-12.2179076923077,0.877820923076923,152.833710076382
"28",Oct 2000,-11.7820061728395,0.882179938271605,134.160628456521
"29",Nov 2000,-5.23966049382716,0.947603395061728,118.353814930253
"30",Dec 2000,-4.01708978328173,0.959829102167183,112.152476846415
"31",Jan 2001,19.4219504643963,1.19421950464396,107.647211157321
"32",Feb 2001,1.66360248447205,1.01663602484472,128.5543991846
"33",Mar 2001,-8.42526479750779,0.915747352024922,130.693033363333
"34",Apr 2001,0.7109375,1.007109375,119.681799230577
"35",May 2001,2.43975,1.0243975,120.532662021982
"36",Jun 2001,-1.08195583596215,0.989180441640379,123.473357643663
"37",Jul 2001,-11.1992870201097,0.888007129798903,122.137430444779
"38",Aug 2001,-0.881864716636197,0.991181352833638,108.458909050281
"39",Sep 2001,-15.1618464351005,0.848381535648995,107.502448199318
"40",Oct 2001,7.72682568807339,1.07726825688073,91.2030920893641
"41",Nov 2001,16.5709357798165,1.16570935779817,98.2501960372424
"42",Dec 2001,9.71351749539595,1.09713517495396,114.531172926118
"43",Jan 2002,10.986335174954,1.10986335174954,125.656178445978
"44",Feb 2002,2.38036832412523,1.02380368324125,139.461187378092
"45",Mar 2002,10.6615837937385,1.10661583793738,142.780877306889
"46",Apr 2002,-4.58315498154982,0.954168450184502,158.003580182398
"47",May 2002,-1.28443622920518,0.987155637707948,150.762031226241
"48",Jun 2002,-6.07171903881701,0.93928280961183,148.825589077285
"49",Jul 2002,-1.54117021276596,0.98458829787234,139.789317450648
"50",Aug 2002,-1.57610350076103,0.98423896499239,137.63492612947
"51",Sep 2002,-14.0093607305936,0.859906392694064,135.465657240474
"52",Oct 2002,6.40777777777778,1.06407777777778,116.487784651586
"53",Nov 2002,4.27118098159509,1.04271180981595,123.952063030316
"54",Dec 2002,-5.28244239631336,0.947175576036866,129.246279972762
"55",Jan 2003,5.35796923076923,1.05357969230769,122.418919683823
"56",Feb 2003,-3.83619414483821,0.961638058551618,128.978087733122
"57",Mar 2003,-6.53631741140216,0.934636825885978,124.03023788338
"58",Apr 2003,2.12549382716049,1.0212549382716,115.923227849205
"59",May 2003,14.493560371517,1.14493560371517,118.387168901385
"60",Jun 2003,6.7163198757764,1.06716319875776,135.545684698237
"61",Jul 2003,8.80024965325936,1.08800249653259,144.649366460382
"62",Aug 2003,5.20260748959778,1.05202607489598,157.378871830754
"63",Sep 2003,0.156532033426184,1.00156532033426,165.566676803665
"64",Oct 2003,5.33135097493036,1.0533135097493,165.825841689542
"65",Nov 2003,0.735543175487465,1.00735543175487,174.666599317144
"66",Dec 2003,4.31735376044568,1.04317353760446,175.951347568277
"67",Jan 2004,7.31027855153203,1.07310278551532,183.547789689071
"68",Feb 2004,4.44068245125348,1.04440682451253,196.965644390522
"69",Mar 2004,-1.69604456824513,0.983039554317549,205.71226319597
"70",Apr 2004,-5.04029288702929,0.949597071129707,202.223291529821
"71",May 2004,-4.97168758716876,0.950283124128312,192.030645350927
"72",Jun 2004,-2.77214783821478,0.972278521617852,182.483481592455
"73",Jul 2004,-4.98134943181818,0.950186505681818,177.424769702391
"74",Aug 2004,5.86387784090909,1.05863877840909,168.586621944916
"75",Sep 2004,3.9198293029872,1.03919829302987,178.472335511881
"76",Oct 2004,0.252934472934473,1.00252934472934,185.468146417001
"77",Nov 2004,6.66281650071124,1.06662816500711,185.937259295602
"78",Dec 2004,5.25172610556348,1.05251726105563,198.32591768892
