"","ym","monthly_ret","ret","Portfolio_Value","Year"
"1",Jul 1998,2.27748706378293,1.02277487063783,100,1998
"2",Aug 1998,-13.7211252401439,0.862788747598561,102.277487063783,1998
"3",Sep 1998,6.46745440688209,1.06467454406882,88.2438649712893,1998
"4",Oct 1998,12.3158235278039,1.12315823527804,93.950996705178,1998
"5",Nov 1998,2.92348900797186,1.02923489007972,105.521835662001,1998
"6",Dec 1998,4.5689973123889,1.04568997312389,108.606754928589,1998
"7",Jan 1999,-1.922211865116,0.98077788134884,113.568994642349,1999
"8",Feb 1999,-5.27646602166927,0.947235339783307,111.385957952241,1999
"9",Mar 1999,11.4419965207617,1.11441996520762,105.50871572798,1999
"10",Apr 1999,19.6907699177596,1.1969076991776,117.581019310676,1999
"11",May 1999,1.06376568612728,1.01063765686127,140.733627290098,1999
"12",Jun 1999,22.6177028478352,1.22617702847835,142.230703326052,1999
"13",Jul 1999,5.32559667931366,1.05325596679314,174.400021162725,1999
"14",Aug 1999,3.44881530433235,1.03448815304332,183.687862898489,1999
"15",Sep 1999,-11.3757965801384,0.886242034198616,190.022918026333,1999
"16",Oct 1999,-0.725946633501448,0.992740533664985,168.406297416014,1999
"17",Nov 1999,12.5644259533617,1.12564425953362,167.183757569318,1999
"18",Dec 1999,6.87981554984478,1.06879815549845,188.189436995163,1999
"19",Jan 2000,-1.46130374034261,0.985386962596574,201.136523144722,2000
"20",Feb 2000,-4.05750134962949,0.959424986503705,198.197307608813,2000
"21",Mar 2000,9.1262494172467,1.09126249417247,190.155449177656,2000
"22",Apr 2000,-9.9450763178542,0.900549236821458,207.509509750095,2000
"23",May 2000,-5.81452684190294,0.941854731580971,186.872530638643,2000
"24",Jun 2000,4.90216186305639,1.04902161863056,176.006777184516,2000
"25",Jul 2000,-5.55445366154266,0.944455463384573,184.634914292049,2000
"26",Aug 2000,-4.60813253586415,0.953918674641358,174.379453534669,2000
"27",Sep 2000,-12.8429215164015,0.871570784835985,166.343817200475,2000
"28",Oct 2000,-11.228255753322,0.88771744246678,144.980411310032,2000
"29",Nov 2000,-1.58685746795704,0.98413142532043,128.701639935923,2000
"30",Dec 2000,-6.92239898222123,0.930776010177788,126.659328351217,2000
"31",Jan 2001,12.0890074608908,1.12089007460891,117.891464294544,2001
"32",Feb 2001,-0.504527177637601,0.994954728223624,132.143372208865,2001
"33",Mar 2001,-8.6732022607996,0.913267977392004,131.476672982624,2001
"34",Apr 2001,3.17350808980978,1.0317350808981,120.073435209071,2001
"35",May 2001,0.945227481564564,1.00945227481565,123.883975389144,2001
"36",Jun 2001,-2.11882140358095,0.97881178596419,125.054960769777,2001
"37",Jul 2001,-6.71633781379265,0.932836621862074,122.405269494747,2001
"38",Aug 2001,-2.82603277687809,0.971739672231219,114.184118093596,2001
"39",Sep 2001,-13.8156952591207,0.861843047408793,110.957237490282,2001
"40",Oct 2001,7.6618621129682,1.07661862112968,95.6277236906859,2001
"41",Nov 2001,14.3417868760066,1.14341786876007,102.954588021636,2001
"42",Dec 2001,9.40954561408518,1.09409545614085,117.72011561477,2001
"43",Jan 2002,9.46045890072425,1.09460458900724,128.797043590496,2002
"44",Feb 2002,5.75602917649575,1.05756029176496,140.981834964723,2002
"45",Mar 2002,8.55495598595357,1.08554955985954,149.096790518851,2002
"46",Apr 2002,-3.74157643454649,0.962584235654535,161.851955324208,2002
"47",May 2002,-5.12955904741611,0.948704409525839,155.796140704945,2002
"48",Jun 2002,-4.08789154266919,0.959121084573308,147.804485673889,2002
"49",Jul 2002,-1.16387235964025,0.988361276403597,141.762398604341,2002
"50",Aug 2002,-1.82186035611596,0.98178139643884,140.112465230622,2002
"51",Sep 2002,-12.1489043159789,0.878510956840211,137.559811772608,2002
"52",Oct 2002,8.08692286470395,1.08086922864704,120.847801863113,2002
"53",Nov 2002,6.04781550552477,1.06047815505525,130.620670383474,2002
"54",Dec 2002,-6.11216074039843,0.938878392596016,138.520367540346,2002
"55",Jan 2003,4.20768463115959,1.0420768463116,130.053780018089,2003
"56",Feb 2003,-5.12091209301248,0.948790879069875,135.526032932152,2003
"57",Mar 2003,-2.28361560440369,0.977163843955963,128.58586392255,2003
"58",Apr 2003,1.80262132025684,1.01802621320257,125.649457068957,2003
"59",May 2003,8.99177007770118,1.08991770077701,127.914440970869,2003
"60",Jun 2003,4.43372013560935,1.04433720135609,139.416213399146,2003
"61",Jul 2003,10.6066715956619,1.10606671595662,145.597538124929,2003
"62",Aug 2003,4.80349312259662,1.04803493122597,161.040590845208,2003
"63",Sep 2003,-0.622408166697598,0.993775918333024,168.776164551047,2003
"64",Oct 2003,6.30484830427391,1.06304848304274,167.725687919442,2003
"65",Nov 2003,-1.34444705276683,0.986555529472332,178.300538110063,2003
"66",Dec 2003,4.82485845904176,1.04824858459042,175.903381780375,2003
"67",Jan 2004,5.31588116937104,1.05315881169371,184.390470975946,2004
"68",Feb 2004,3.85335126138479,1.03853351261385,194.19244930067,2004
"69",Mar 2004,0.0557962475479319,1.00055796247548,201.675366495312,2004
"70",Apr 2004,-6.97047396488436,0.930295260351156,201.787893782045,2004
"71",May 2004,-2.5641828575151,0.974358171424849,187.722321181679,2004
"72",Jun 2004,-2.47306376839886,0.975269362316011,182.908777602209,2004
"73",Jul 2004,-4.79832251467547,0.952016774853245,178.385326894107,2004
"74",Aug 2004,5.37795946862569,1.05377959468626,169.82582359087,2004
"75",Sep 2004,4.99716330951788,1.04997163309518,178.958987550847,2004
"76",Oct 2004,1.87135980415046,1.0187135980415,187.901860415822,2004
"77",Nov 2004,8.51629171570011,1.085162917157,191.418180302895,2004
"78",Dec 2004,4.70522815820652,1.04705228158207,207.719910934374,2004
"79",Jan 2005,0.943666775419601,1.0094366677542,217.49360667386,2005
"80",Feb 2005,8.11036428173093,1.08110364281731,219.546021578703,2005
"81",Mar 2005,-2.86291702647378,0.971370829735262,237.352003694783,2005
"82",Apr 2005,-0.808784439677943,0.991912155603221,230.556812768329,2005
"83",May 2005,2.55874124773189,1.02558741247732,228.692105142041,2005
"84",Jun 2005,2.21352792748135,1.02213527927481,234.543744366617,2005
"85",Jul 2005,6.50374475860355,1.06503744758604,239.735435650332,2005
"86",Aug 2005,-3.46944654504174,0.965305534549583,255.327216480956,2005
"87",Sep 2005,7.8536955640936,1.07853695564094,246.468775190206,2005
"88",Oct 2005,-5.51928265704472,0.944807173429553,265.825682454195,2005
"89",Nov 2005,9.82730007475315,1.09827300074753,251.15401166453,2005
"90",Dec 2005,8.27261075216341,1.08272610752163,275.835670040584,2005
"91",Jan 2006,6.34066409174608,1.06340664091746,298.654481338664,2006
"92",Feb 2006,-2.43973356198725,0.975602664380128,317.591158795295,2006
"93",Mar 2006,0.268191294404025,1.00268191294404,309.842780704262,2006
"94",Apr 2006,8.07381443278008,1.0807381443278,310.67375206845,2006
"95",May 2006,-6.27461475133905,0.93725385248661,335.756974301812,2006
"96",Jun 2006,-0.618444763489346,0.993815552365107,314.689517663621,2006
"97",Jul 2006,-0.994671380028274,0.990053286199717,312.74333682038,2006
"98",Aug 2006,4.97823264459691,1.04978232644597,309.632568356082,2006
"99",Sep 2006,4.75436591370303,1.04754365913703,325.046797952289,2006
"100",Oct 2006,2.93233204011449,1.02932332040114,340.500712117715,2006
"101",Nov 2006,6.65605558286107,1.06656055582861,350.485323595961,2006
"102",Dec 2006,3.00243073352872,1.03002430733529,373.813821544279,2006
"103",Jan 2007,-2.2932466971935,0.977067533028065,385.037322608502,2007
"104",Feb 2007,3.766262771027,1.03766262771027,376.207466924821,2007
"105",Mar 2007,4.22191780645687,1.04221917806457,390.376428693434,2007
"106",Apr 2007,4.08477656993677,1.04084776569937,406.857800648652,2007
"107",May 2007,10.3645431673696,1.1036454316737,423.477032762509,2007
"108",Jun 2007,5.52903165193022,1.0552903165193,467.368492627075,2007
"109",Jul 2007,9.77165324171736,1.09771653241717,493.209444515575,2007
"110",Aug 2007,-1.7722608206092,0.982277391793908,541.404161189037,2007
"111",Sep 2007,8.80775316689973,1.088077531669,531.809067359136,2007
"112",Oct 2007,8.59394265618037,1.0859394265618,578.64949733132,2007
"113",Nov 2007,-11.6480199485205,0.883519800514795,628.37830331225,2007
"114",Dec 2007,-2.52778895442436,0.974722110455756,555.184673190264,2007
"115",Jan 2008,-17.6838680281233,0.823161319718767,541.150776344704,2008
"116",Feb 2008,13.1007207922646,1.13100720792265,445.454387222742,2008
"117",Mar 2008,-2.37092604161561,0.976290739583844,503.812122749686,2008
"118",Apr 2008,3.93191548834101,1.03931915488341,491.867109930598,2008
"119",May 2008,-0.556906772617111,0.994430932273829,511.206909008014,2008
"120",Jun 2008,-9.40327045831995,0.905967295416801,508.359963109662,2008
"121",Jul 2008,-1.75028284933551,0.982497171506645,460.557500876645,2008
"122",Aug 2008,-7.51502997122831,0.924849700287717,452.496441927473,2008
"123",Sep 2008,-13.7455992622514,0.862544007377486,418.491198697882,2008
"124",Oct 2008,-19.2812554716788,0.807187445283212,360.967075577079,2008
"125",Nov 2008,-11.8292536432687,0.881707463567313,291.368091566414,2008
"126",Dec 2008,10.8682053721447,1.10868205372145,256.901420979472,2008
"127",Jan 2009,-6.45945888325163,0.935405411167484,284.821995015479,2009
"128",Feb 2009,-6.10878638824125,0.938912136117588,266.424035356997,2009
"129",Mar 2009,16.3173495005863,1.16317349500586,250.148760150105,2009
"130",Apr 2009,16.5753833718288,1.16575383371829,290.966407615181,2009
"131",May 2009,8.44962637164681,1.08449626371647,339.195205160636,2009
"132",Jun 2009,-1.270883344419,0.98729116655581,367.855932667251,2009
"133",Jul 2009,13.6017238273,1.136017238273,363.180912887525,2009
"134",Aug 2009,1.26308417433166,1.01263084174332,412.579777651954,2009
"135",Sep 2009,10.2441118012798,1.1024411180128,417.791007529968,2009
"136",Oct 2009,-1.65189359788913,0.983481064021109,460.589985437031,2009
"137",Nov 2009,4.32737571897882,1.04327375718979,452.981528955078,2009
"138",Dec 2009,8.48739424374958,1.0848739424375,472.583741650539,2009
"139",Jan 2010,-6.37639800150151,0.936236019984985,512.693786936284,2010
"140",Feb 2010,-0.337101806280693,0.996628981937193,480.002390552256,2010
"141",Mar 2010,8.20203019112719,1.08202030191127,478.384293823514,2010
"142",Apr 2010,5.31499155271028,1.0531499155271,517.621518032529,2010
"143",May 2010,-10.3956385539864,0.896043614460136,545.133057990969,2010
"144",Jun 2010,0.229793037872099,1.00229793037872,488.462995643935,2010
"145",Jul 2010,6.80890101898705,1.06808901018987,489.585449600506,2010
"146",Aug 2010,-0.712615808027195,0.992873841919728,522.920838267167,2010
"147",Sep 2010,11.6492063845933,1.11649206384593,519.194421710207,2010
"148",Oct 2010,2.14813562569575,1.02148135625696,579.676451432525,2010
"149",Nov 2010,0.681665987769631,1.0068166598777,592.128687799516,2010
"150",Dec 2010,7.8025294589655,1.07802529458966,596.165027668072,2010
"151",Jan 2011,1.80399000420191,1.01803990004202,642.680979575923,2011
"152",Feb 2011,-6.2862757994952,0.937137242005048,654.27488020638,2011
"153",Mar 2011,6.91319411241785,1.06913194112418,613.14535674979,2011
"154",Apr 2011,8.14409600981092,1.08144096009811,655.53328545318,2011
"155",May 2011,-0.628606019163083,0.993713939808369,708.920545596755,2011
"156",Jun 2011,-2.9757127529803,0.970242872470197,704.46422837605,2011
"157",Jul 2011,2.47311425108696,1.02473114251087,683.501396492079,2011
"158",Aug 2011,-10.4687108101109,0.895312891898891,700.405166935103,2011
"159",Sep 2011,-12.6450799789253,0.873549200210747,627.081775509593,2011
"160",Oct 2011,12.0331633280292,1.12033163328029,547.78678346314,2011
"161",Nov 2011,-5.96921895951558,0.940307810404844,613.702861806617,2011
"162",Dec 2011,-0.436491395260038,0.9956350860474,577.069594224567,2011
"163",Jan 2012,7.12021018422976,1.0712021018423,574.550735101115,2012
"164",Feb 2012,5.02275554353041,1.0502275554353,615.459955055351,2012
"165",Mar 2012,-0.619953966599357,0.993800460334006,646.373004066103,2012
"166",Apr 2012,-1.61693331988723,0.983830666801128,642.365788988368,2012
"167",May 2012,-8.48215328913012,0.915178467108699,631.979162510659,2012
"168",Jun 2012,1.72913336840056,1.01729133368401,578.373721191144,2012
"169",Jul 2012,2.79722685521438,1.02797226855214,588.37457419832,2012
"170",Aug 2012,3.1066000833563,1.03106600083356,604.832745797049,2012
"171",Sep 2012,4.58477930290274,1.04584779302903,623.622480382146,2012
"172",Oct 2012,-1.81190398135508,0.981880960186449,652.214194790956,2012
"173",Nov 2012,3.75879107803684,1.03758791078037,640.396699828575,2012
"174",Dec 2012,0.0125099896896913,1.0001250998969,664.467873845774,2012
"175",Jan 2013,0.275212220473978,1.00275212220474,664.550998708283,2013
"176",Feb 2013,1.83928396529218,1.01839283965292,666.379924268011,2013
"177",Mar 2013,-0.617445072955792,0.993825549270442,678.636543362998,2013
"178",Apr 2013,3.06966571391457,1.03069665713915,674.446335462726,2013
"179",May 2013,0.172170867008973,1.00172170867009,695.149583381179,2013
"180",Jun 2013,-3.18990728493442,0.968100927150656,696.346428445895,2013
"181",Jul 2013,2.71679437398975,1.0271679437399,674.133622996519,2013
"182",Aug 2013,0.597834545465379,1.00597834545465,692.448447339262,2013
"183",Sep 2013,5.06137568049783,1.05061375680498,696.588143366994,2013
"184",Oct 2013,2.71531821495263,1.02715318214953,731.845086248603,2013
"185",Nov 2013,0.902254466078103,1.00902254466078,751.717009180747,2013
"186",Dec 2013,1.60624812052125,1.01606248120521,758.499409468349,2013
"187",Jan 2014,-2.49079859012677,0.975092014098732,770.682791977099,2014
"188",Feb 2014,5.01732894762835,1.05017328947628,751.486635860184,2014
"189",Mar 2014,-1.01044351149938,0.989895564885006,789.191192378755,2014
