Id,country,ICBSUC,WC07021,YEAR,W05651,W08006,WC01001,WC01051,WC01075,WC01076,WC01084,WC01101,WC01151,WC01201,WC01230,WC01245,WC01249,WC01250,WC01251,WC01255,WC01266,WC01271,WC01301,WC01401,WC01451,WC01501,WC01505,WC01551,WC01651,WC02001,WC02005,WC02051,WC02099,WC02101,WC02140,WC02201,WC02214,WC02301,WC02501,WC02999,WC03040,WC03051,WC03054,WC03060,WC03063,WC03069,WC03101,WC03151,WC03251,WC03255,WC03262,WC03263,WC03351,WC03426,WC03451,WC03480,WC03495,WC03501,WC03995,WC03999,WC04055,WC04100,WC04101,WC04199,WC04201,WC04251,WC04551,WC04601,WC04751,WC04825,WC04826,WC04827,WC04828,WC04829,WC04830,WC04860,WC05001,WC05101,WC05202,WC05301,WC05350,WC05376,WC05401,WC05476,WC05491,WC05505,WC05508,WC05651,WC05905,WC06798,WC07011,WC07210,WC08001,WC08002,WC08004,WC08006,WC08256,WC08301,WC08326,WC08371,WC18100,WC18155,WC18191,WC18198
,,,Sic code,,Common Shares Traded - Annual (Security),Trading Volume (Security),Total income,Cost Of Sales,Interest Expense - Total,Net Interest Income,Total Employment Costs,"Selling, General & Administrative Expenses",Depreciation,Research & Development,Other Operating Expenses,,Operating Expenses - Total,Operating Income,Interest Expense On Debt,Interest Capitalized,Non-Operating Interest Income,Provision For Loan Losses,Reserves - Increase/Decrease,Pre Tax Profit Exc. Associates - Adj.,Total Tax Charge,Minority Interests (P&l),Discontinued Operations,Net Income Before Extra Items/Preferred Dividends,Net Income Before Preferred Dividends,Total Cash & Equivalent,,Trade Debtors,Finished Goods,Inventories - Total,Prepaid Expenses,Total Current Assets,Redeemable Preferred Stock,"Property, Plant And Equipment - Gross",Total Fixed Assets - Net,Total assets,Trade Accounts Payable,Short Term Debt & Current Portn Of Long Term Debt,,Accrued Taxes,Income Taxes Payable,Other Accrued Expenses,Total Current Liabilities,Net Current Assets,Total Loan Capital,Total Debt,Deferred Income,Deferred Taxes,Total Liabilities,Minority Interest - Balance Sheet,Preferred Stock,Ordinary Share Capital,Retained Earnings,Equity Capital And Reserves,,Total Liabilities & Shareholders Equity,,Investment Tax Credits - Cash Flow,Deferred Income Taxes & Investment Tax Credit,Deferred Income Taxes,Funds From Operations,Total Equity Issued,Dividends Paid,Payments:fixed Assets,"Common/Preferred Redeemed, Retired, Converted,Etc",Decrease / Increase In Receivables,Decrease / Increase In Inventories,Increase / Decrease In Accounts Payable,Increase / Decrease In Income Tax Payable,Increase / Decrease In Other Accurals,Decrease / Increase In Other Assets / Liability,Net Cash Flow - Operating Activities,Market Price - Year End,Dividends Per Share,Earnings Per Share - Fiscal Year End,Common Shares Outstanding,Date Of Fiscal Year End,Equity Dividends Paid,Preferred Dividends (Cash),Book value per share,Book Value - Outstanding Shares - Fiscal,Capital Expenditure per Share,Sales per Share,Common Shares Traded - Annual,,Total Shareholders Equity - GAAP,Total Number Of Employees,Market Capitalization (U.s.$),Market Capitalization,,Market Capitalization - Public,Trading Volume,Dividend Payout (% Earnings) - Total Dollar,Return On Equity - Total %,Return On Assets,Return On Equity - Per Share,,,Earnings before interest and taxes,"Earnings Before Interest, Taxes & Depreciation (EBITDA)"
